job_location,search_city,search_country,job_level,job_type,job_name,languages,certifications,soft_skills,programming_languages,technologies,academic_degrees,knowledge,n_languages,n_certifications,n_soft_skills,n_programming_languages,n_technologies,n_knowledge,n_academic_degrees,num_job_level,num_job_type,num_search_country
Bensalem- PA,Camden,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Teamwork-Creativity,SQL,RESTful APIs,No found,Databases-Web Development,0,0,3,1,1,2,0,1,0,3
Detroit- MI,Windsor,Canada,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,Java,Spring-Jenkins,No found,Agile-DevOps-CI CD-Version Control,0,0,1,1,2,4,0,1,2,1
Detroit- MI,Windsor,Canada,Mid senior,Remote,BackEnd Software Engineer,No found,No found,Communication-Leadership-Teamwork-Adaptability,Java-Python,RESTful APIs-AWS-Kubernetes,No found,Cloud Computing-Data Science,0,0,4,2,3,2,0,1,1,1
Windsor- Ontario- Canada,Windsor,Canada,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,No found,Spark-RESTful APIs,PhD,Databases-Data Science,0,0,3,0,2,2,1,1,1,1
Detroit- MI,Windsor,Canada,Mid senior,Remote,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork,No found,Kubernetes-Docker-RESTful APIs,No found,Networking-Testing-Security,0,0,3,0,3,3,0,1,1,1
Detroit- MI,Windsor,Canada,Mid senior,Remote,BackEnd Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,No found,RESTful APIs,No found,Data Science,0,0,3,0,1,1,0,1,1,1
Windsor- Ontario- Canada,Windsor,Canada,Mid senior,Remote,Software Engineer,No found,No found,Organization-Teamwork-Adaptability,No found,RESTful APIs,No found,Testing-Cloud Computing,0,0,3,0,1,2,0,1,1,1
Dearborn- MI,Windsor,Canada,Mid senior,Hybrid,Software Engineer,No found,No found,Interpersonal Skills-Teamwork,SQL-JavaScript,Vue.js-React-Angular-Jenkins-Google Cloud,No found,Databases-Agile-Web Development-Cloud Computing-TDD,0,0,2,2,5,5,0,1,0,1
Farmington Hills- MI,Windsor,Canada,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Teamwork,No found,No found,No found,Testing,0,0,2,0,0,1,0,1,0,1
Detroit Metropolitan Area,Windsor,Canada,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Leadership-Teamwork,No found,No found,No found,Agile-Testing-Version Control-Project Management,0,0,3,0,0,4,0,1,0,1
Detroit- MI,Windsor,Canada,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork,Go-Shell-Perl-Python,Node.js-Jenkins,No found,DevOps-CI CD-Security-Software Architecture,0,0,2,4,2,4,0,1,0,1
Detroit Metropolitan Area,Windsor,Canada,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,No found,No found,Agile-Version Control-Project Management,0,0,4,0,0,3,0,1,0,1
Detroit Metropolitan Area,Windsor,Canada,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,No found,No found,Agile-Testing-Version Control-Project Management,0,0,4,0,0,4,0,1,0,1
Dearborn- MI,Windsor,Canada,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Communication-Problem Solving-Teamwork,SQL,No found,No found,Agile-Testing-CI CD-Databases,0,0,4,1,0,4,0,1,0,1
Columbia- SC,Columbia,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Teamwork,Java-Go-SQL-Scala-JavaScript-Python,AWS-Kubernetes-Node.js-Azure-Docker-Google Cloud,No found,Agile-Web Development-Databases-Cloud Computing,0,0,1,6,6,4,0,1,2,3
Columbia- SC,Columbia,United States,Mid senior,Onsite,Software Developer,No found,No found,Interpersonal Skills-Leadership-Organization-Adaptability-Empathy-Communication-Critical Thinking-Teamwork,Ruby-Java-CSS-SQL-HTML-PHP-JavaScript-Python,React-PostgreSQL-Ruby on Rails-Spring,No found,Agile-Web Development-Databases-Version Control,0,0,8,8,4,4,0,1,2,3
Columbia- SC,Columbia,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Teamwork-Creativity,TypeScript-Java-CSS-SQL-HTML-JavaScript,AWS-Vue.js-Node.js-Azure-Angular-Google Cloud,No found,Databases-Agile-Web Development-Cloud Computing-Software Architecture,0,0,2,6,6,5,0,1,2,3
Columbia- SC,Columbia,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Teamwork-Creativity,TypeScript-Java-Go-SQL-JavaScript-Python,Google Cloud-AWS-Azure,No found,Databases-Agile-Web Development-Cloud Computing-Software Architecture,0,0,2,6,3,5,0,1,2,3
Columbia- SC,Columbia,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,AWS-MySQL-Azure-PostgreSQL-Google Cloud,No found,Databases-Agile-Web Development-Cloud Computing-Software Architecture,0,0,1,8,5,5,0,1,2,3
South Carolina- United States,Columbia,United States,Mid senior,Remote,Software Engineer,No found,No found,Teamwork-Adaptability,Java,Google Cloud-AWS-Azure,No found,Security-Databases-Project Management-Cloud Computing-CI CD,0,0,2,1,3,5,0,1,1,3
South Carolina- United States,Columbia,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Adaptability-Empathy-Communication-Work Ethic-Teamwork,TypeScript-JavaScript,React-Angular,No found,Testing-Security-Data Science-Web Development-CI CD,0,0,6,2,2,5,0,1,0,3
Milpitas- CA,Livermore,United States,Associate,Onsite,Software Engineer,No found,No found,Organization,No found,No found,No found,No found,0,0,1,0,0,0,0,0,2,3
Santa Clara- CA,Livermore,United States,Associate,Onsite,Software Engineer,No found,No found,Problem Solving-Organization-Adaptability-Creativity-Communication-Teamwork,JavaScript-Python,AWS-Ansible-React-Puppet-Azure-Terraform-Google Cloud,No found,Testing-Web Development-Cloud Computing-Security,0,0,6,2,7,4,0,0,2,3
Milpitas- CA,Livermore,United States,Associate,Onsite,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,Python,Node.js,No found,No found,0,0,4,1,1,0,0,0,2,3
Newark- CA,Livermore,United States,Associate,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability-Creativity,No found,No found,No found,Agile-Version Control,0,0,3,0,0,2,0,0,2,3
San Jose- CA,Livermore,United States,Associate,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Leadership-Organization-Communication-Teamwork,Python,No found,No found,Testing,0,0,6,1,0,1,0,0,2,3
San Jose- CA,Livermore,United States,Associate,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Leadership-Organization-Communication-Teamwork,Shell-Python,No found,No found,Testing,0,0,6,2,0,1,0,0,2,3
San Jose- CA,Livermore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork,Go-SQL-Java,Hadoop,No found,Agile-Databases,0,0,2,3,1,2,0,1,2,3
San Francisco Bay Area,Livermore,United States,Mid senior,Onsite,Software Engineer,No found,No found,No found,Java,Azure-Kubernetes-Redis,No found,Testing-Databases-Version Control-Security-Cloud Computing-Software Architecture,0,0,0,1,3,6,0,1,2,3
San Francisco Bay Area,Livermore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork,TypeScript-JavaScript,React-Spark-Redis,No found,Databases-Web Development-Data Science,0,0,2,2,3,3,0,1,2,3
Santa Clara- CA,Livermore,United States,Mid senior,Onsite,Software Developer,No found,No found,Interpersonal Skills-Problem Solving-Leadership-Creativity-Communication-Teamwork,No found,No found,No found,Version Control-Data Science,0,0,6,0,0,2,0,1,2,3
San Jose- CA,Livermore,United States,Mid senior,Onsite,BackEnd Software Engineer,English-Chinese,No found,Organization-Adaptability-Creativity-Communication-Teamwork,Java-Go-Python,No found,No found,Web Development,2,0,5,3,0,1,0,1,2,3
San Jose- CA,Livermore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,Java-Go-PHP-Python,No found,No found,Project Management,0,0,5,4,0,1,0,1,2,3
San Francisco Bay Area,Livermore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,Java-Python,No found,No found,Cloud Computing,0,0,1,2,0,1,0,1,2,3
Pleasanton- CA,Livermore,United States,Mid senior,Onsite,Software Developer,No found,No found,Teamwork,JavaScript-Python,RESTful APIs-SOAP,No found,Agile-Testing-Web Development,0,0,1,2,2,3,0,1,2,3
Newark- CA,Livermore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Leadership-Creativity-Communication-Teamwork,Java-JavaScript-Ruby-Python,React-AWS-Azure-Angular,No found,Agile-Testing-Web Development-Cloud Computing,0,0,5,4,4,4,0,1,2,3
Santa Clara- CA,Livermore,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Organization-Teamwork-Adaptability,Go-Ruby,Ruby on Rails,No found,Testing-Web Development-Security-Data Science,0,0,4,2,1,4,0,1,1,3
San Francisco Bay Area,Livermore,United States,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,TypeScript-Go-JavaScript,React-Node.js,No found,DevOps-Security-Agile-Web Development-CI CD,0,0,3,3,2,5,0,1,1,3
San Francisco Bay Area,Livermore,United States,Mid senior,Remote,Software Engineer,English-Spanish,No found,Time Management-Leadership-Adaptability-Creativity-Teamwork,Python,Google Cloud-Kubernetes-PostgreSQL,No found,Security-Databases-Agile-Cloud Computing-CI CD,2,0,5,1,3,5,0,1,1,3
San Francisco Bay Area,Livermore,United States,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,Java-SQL-JavaScript-Python,AWS-Kubernetes,No found,Security-Databases-Data Science-Agile-Cloud Computing-Web Development,0,0,3,4,2,6,0,1,1,3
Milpitas- CA,Livermore,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Problem Solving-Teamwork,Go-Python,No found,PhD,Testing-Version Control,0,0,3,2,0,2,1,1,1,3
Santa Clara- CA,Livermore,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Adaptability,SQL-Java,AWS-Azure-Hadoop-Spark-Google Cloud,No found,Testing-Databases-Version Control-Cloud Computing,0,0,4,2,5,4,0,1,1,3
Milpitas- CA,Livermore,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Decision Making-Leadership-Teamwork,No found,No found,PhD,Testing-Data Science,0,0,4,0,0,2,1,1,1,3
San Jose- CA,Livermore,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Decision Making-Organization-Teamwork,Java-Go-Scala-Shell-Python,AWS-Kubernetes-Elasticsearch-Docker-Redis-RESTful APIs,No found,Testing-Cloud Computing-Security-Software Architecture,0,0,4,5,6,4,0,1,1,3
San Ramon- CA,Livermore,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,TypeScript-JavaScript-Ruby,Ruby on Rails-RESTful APIs-PostgreSQL-Express,No found,Testing-Databases-Web Development,0,0,4,3,4,3,0,1,1,3
Hayward- CA,Livermore,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,TypeScript-JavaScript-Ruby,Ruby on Rails-RESTful APIs-PostgreSQL-Express,No found,Agile-Testing-Databases-Web Development,0,0,4,3,4,4,0,1,1,3
Pleasanton- CA,Livermore,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,TypeScript-JavaScript-Ruby,Ruby on Rails-RESTful APIs-PostgreSQL-Express,No found,Testing-Databases-Web Development-Software Architecture,0,0,4,3,4,4,0,1,1,3
San Jose- CA,Livermore,United States,Mid senior,Remote,Software Architect,English-Spanish,No found,Organization-Adaptability-Creativity-Communication-Teamwork,JavaScript,React-RESTful APIs-AWS-GraphQL,No found,Testing-DevOps-Mobile Development-Web Development-Cloud Computing-CI CD,2,0,5,1,4,6,0,1,1,3
San Francisco Bay Area,Livermore,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Organization-Teamwork-Creativity,Java-Rust-Python,No found,No found,Security,1,0,4,3,0,1,0,1,1,3
San Francisco Bay Area,Livermore,United States,Mid senior,Remote,Full Stack Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Creativity-Communication-Teamwork,JavaScript-Java,React-AWS-Spring,No found,Testing-Security-Web Development-Cloud Computing-Software Architecture,0,0,5,2,3,5,0,1,1,3
San Francisco Bay Area,Livermore,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Creativity,No found,No found,No found,Testing,0,0,2,0,0,1,0,1,1,3
San Francisco Bay Area,Livermore,United States,Mid senior,Hybrid,BackEnd Software Engineer,No found,No found,Communication-Teamwork-Creativity,No found,No found,No found,Agile-Web Development,0,0,3,0,0,2,0,1,0,3
San Jose- CA,Livermore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Decision Making-Creativity-Communication-Teamwork,SQL-Java,Spark-Hadoop-Kubernetes,No found,Testing-Databases-Security-Data Science-Agile,0,0,5,2,3,5,0,1,0,3
San Francisco Bay Area,Livermore,United States,Mid senior,Hybrid,FrontEnd Software Engineer,No found,No found,Organization-Leadership-Teamwork,HTML-JavaScript-Python,AWS-React-Elasticsearch-Azure-Google Cloud,No found,Agile-Web Development-Cloud Computing-Data Science,0,0,3,3,5,4,0,1,0,3
Union City- CA,Livermore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Adaptability-Negotiation-Teamwork,No found,No found,No found,Networking-Agile-Web Development,0,0,5,0,0,3,0,1,0,3
San Jose- CA,Livermore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Creativity,JavaScript-Java,Node.js-AWS-React-Azure-RESTful APIs-Flask,No found,Web Development-Databases-Cloud Computing-Software Architecture,0,0,2,2,6,4,0,1,0,3
San Francisco Bay Area,Livermore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork,No found,No found,No found,Web Development,0,0,1,0,0,1,0,1,0,3
San Jose- CA,Livermore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Java-SQL-Scala-Shell-Python,AWS-Kubernetes-Spring-React-Hadoop-Angular-Spark-Docker-Jenkins-RESTful APIs-Google Cloud,No found,Testing-DevOps-Version Control-Databases-Data Science-Cloud Computing-Web Development,0,0,8,5,11,7,0,1,0,3
San Jose- CA,Livermore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Creativity-Communication-Teamwork,Java-CSS-SQL-HTML-JavaScript-Python,AWS-React-Azure-Angular-RESTful APIs-Google Cloud,No found,Testing-DevOps-Version Control-Security-Databases-Agile-Cloud Computing-Web Development-Software Architecture-CI CD,0,0,5,6,6,10,0,1,0,3
New York- TX,Arthur,United States,Associate,Remote,BackEnd Software Engineer,No found,No found,Leadership-Teamwork,SQL-JavaScript,React-Azure-Kubernetes,No found,Databases-Version Control-Agile-Web Development-Cloud Computing-Software Architecture,0,0,2,2,3,6,0,0,1,3
United States,Arthur,United States,Associate,Remote,Software Developer,No found,No found,Interpersonal Skills-Problem Solving-Organization-Creativity-Communication-Teamwork,SQL-Shell-Perl,No found,No found,Testing-Databases-Security,0,0,6,3,0,3,0,0,1,3
United States,Arthur,United States,Associate,Remote,Software Engineer,No found,No found,Teamwork,No found,Azure,No found,Cloud Computing,0,0,1,0,1,1,0,0,1,3
United States,Arthur,United States,Associate,Remote,Software Developer,No found,No found,Communication-Teamwork-Creativity,SQL-JavaScript-PHP-HTML,RESTful APIs,No found,Testing-Databases-Version Control-Project Management-Agile-Web Development,0,0,3,4,1,6,0,0,1,3
United States,Arthur,United States,Associate,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Teamwork-Creativity,SQL-Java,AWS-Spring-Azure-Redis-RESTful APIs-Google Cloud,No found,Testing-Security-Databases-Cloud Computing-Software Architecture-TDD-CI CD,0,0,4,2,6,7,0,0,1,3
United States,Arthur,United States,Associate,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Teamwork,CSS-HTML-Java,Angular-Spring,No found,Agile-Testing-Web Development,0,0,3,3,2,3,0,0,1,3
United States,Arthur,United States,Associate,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Teamwork,CSS-HTML-Java,Angular-Spring,No found,Agile-Testing-Web Development,0,0,3,3,2,3,0,0,1,3
United States,Arthur,United States,Associate,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,SQL-JavaScript-Python,Node.js-Azure,No found,Agile-Cloud Computing-Databases-Version Control,0,0,6,3,2,4,0,0,1,3
United States,Arthur,United States,Associate,Remote,Software Developer,No found,No found,Interpersonal Skills-Problem Solving-Adaptability-Creativity-Communication-Teamwork,Java-SQL-JavaScript-Python,Google Cloud-AWS-Azure,No found,Testing-Security-Databases-Project Management-Agile-Cloud Computing-Web Development-CI CD,0,0,6,4,3,8,0,0,1,3
United States,Arthur,United States,Associate,Remote,Software Developer,No found,No found,Interpersonal Skills-Problem Solving-Organization-Negotiation-Teamwork,SQL,No found,No found,Testing-Databases-Security,0,0,5,1,0,3,0,0,1,3
Virginia Beach- VA,Arthur,United States,Associate,Remote,Software Engineer,No found,Certified Kubernetes Administrator,Communication-Organization-Teamwork-Adaptability,Go-Python,AWS-Kubernetes-Azure-Docker-Terraform-Google Cloud,No found,Security-Version Control-Networking-Cloud Computing-Web Development,0,1,4,2,6,5,0,0,1,3
United States,Arthur,United States,Associate,Remote,Software Engineer,No found,No found,Interpersonal Skills-Leadership-Teamwork-Creativity,CSS-SQL-JavaScript-HTML,React-RESTful APIs-Azure,No found,Testing-DevOps-Version Control-Databases-Agile-Cloud Computing-Web Development,0,0,4,4,3,7,0,0,1,3
Seattle- WA,Arthur,United States,Associate,Remote,Software Engineer,No found,No found,Organization-Leadership-Adaptability-Creativity-Teamwork,Swift-Java-Objective-C-Go-Kotlin-Shell-Python,RESTful APIs,No found,Mobile Development-Agile-Testing,0,0,5,8,1,3,0,0,1,3
Brooklyn- NY,Stillwater,United States,Mid senior,Remote,Software Engineer,No found,No found,Teamwork,JavaScript-Scala-Python,Node.js-AWS,No found,Testing-Version Control-Mobile Development-Web Development-Cloud Computing,0,0,1,3,2,5,0,1,1,3
